Gene	GeneDesc
K08465	G protein-coupled receptor 133
K06484	integrin alpha 5
K22395	cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]
K19675	intraflagellar transport protein 43
K20429	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]
K14931	small nucleolar RNA snR84
K01193	beta-fructofuranosidase [EC:3.2.1.26]
K17521	C-type lectin domain family 11 member A
K17783	mitochondrial FAD-linked sulfhydryl oxidase [EC:1.8.3.2]
K19156	antitoxin PrlF
K07057	N4-bis(aminopropyl)spermidine synthase [EC:2.5.1.128]
K02629	phycoerythrocyanin beta chain
K14303	nuclear pore complex protein Nup160
K09229	KRAB and SCAN domains-containing zinc finger protein
K17019	microRNA 429
K19693	AraC family transcriptional regulator, chitin signaling transcriptional activator
K12965	Z-DNA binding protein 1
K11292	transcription elongation factor SPT6
K04892	potassium voltage-gated channel Shal-related subfamily D member 2
K02567	periplasmic nitrate reductase NapA [EC:1.7.99.-]
K14357	solute carrier organic anion transporter family, member 6A
K11620	lia operon protein LiaH
K11789	HIV-1 Vpr-binding protein
K18975	small multidrug resistance pump
K01404	leishmanolysin [EC:3.4.24.36]
K05181	gamma-aminobutyric acid receptor subunit beta
K14990	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 1
K11963	urea transport system ATP-binding protein
K13350	peroxisomal membrane protein 4
K15702	E3 ubiquitin-protein ligase RNF133 [EC:2.3.2.27]
K18113	miltiradiene synthase / copalyl diphosphate synthase [EC:4.2.3.131 5.5.1.12]
K13163	male-specific lethal 1
K21434	ankyrin repeat domain-containing protein 2
K19771	lipase
K20761	thiocyanate hydrolase subunit beta [EC:3.5.5.8]
K04954	hyperpolarization activated cyclic nucleotide-gated potassium channel 1
K07045	uncharacterized protein
K17715	sorting and assembly machinery component 35
K16926	energy-coupling factor transport system substrate-specific component
K05726	breast cancer anti-estrogen resistance 1
K11017	hemolysin activation/secretion protein
K10432	microtubule-associated protein 6
K08743	ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-]
K18736	SWI5-dependent HO expression protein 2
K02677	classical protein kinase C alpha type [EC:2.7.11.13]
K07915	Ras-related protein Rab-28
K09975	uncharacterized protein
K02664	type IV pilus assembly protein PilO
K03381	catechol 1,2-dioxygenase [EC:1.13.11.1]
K20358	golgin subfamily A member 2
K04409	p21-activated kinase 1 [EC:2.7.11.1]
K17403	small subunit ribosomal protein S24
K15543	RNA end formation protein 2
K03170	reverse gyrase [EC:5.99.1.3 3.6.4.12]
K03687	molecular chaperone GrpE
K11454	chromobox protein 7
K08427	G protein-coupled receptor 135
K17530	doublecortin-like kinase 3 [EC:2.7.11.1]
K04280	gonadotropin-releasing hormone receptor
K12137	hydrogenase-4 component B [EC:1.-.-.-]
K17610	calcineurin B homologous protein 1
K07662	two-component system, OmpR family, response regulator CpxR
K06285	transcription attenuation protein (tryptophan RNA-binding attenuator protein)
K17160	microRNA 608
K01238	SUN family beta-glucosidase [EC:3.2.1.-]
K13022	carboxypeptidase Z [EC:3.4.17.-]
K03762	MFS transporter, MHS family, proline/betaine transporter
K15525	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]
K14968	COMPASS component SDC1
K12427	mycocerosic acid adenylyltransferase [EC:2.7.7.95]
K06652	cyclin-dependent kinase inhibitor FAR1
K10404	kinesin family member 26
K03454	solute carrier family 25, member 46
K02510	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K18022	glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
K13357	putative meiotic phospholipase SPO1 [EC:3.1.1.-]
K09659	dolichyl-phosphate mannosyltransferase polypeptide 3
K08397	relaxin family peptide receptor 3
K01466	allantoinase [EC:3.5.2.5]
K21347	Tax1-binding protein 1
K15551	taurine transport system substrate-binding protein
K07091	lipopolysaccharide export system permease protein
K09331	short stature homeobox protein
K17016	microRNA 200b
K06262	platelet glycoprotein Ib beta chain
K16171	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
K12758	fast skeletal myosin light chain 2
K13801	arrestin-C
K20231	protein daughter of sevenless
K14563	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
K13053	cell division inhibitor SulA
K06897	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]
K10927	MSHA pilin protein MshD
K07321	CO dehydrogenase maturation factor
K03730	class B basic helix-loop-helix protein 3
K14464	alpha-1,3-fucosyltransferase [EC:2.4.1.-]
K11073	putrescine transport system substrate-binding protein
K14000	ribosome-binding protein 1
K04181	C-C chemokine receptor type 6
K18415	vreteno
K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K09249	ARS-binding factor 1
K22138	mitochondrial pyruvate carrier 1
K20235	raw
K04580	gastric inhibitory polypeptide receptor
K22160	F420H2 dehydrogenase subunit C [EC:1.5.98.3]
K12345	3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.1.22 1.3.1.94]
K01860	chloromuconate cycloisomerase [EC:5.5.1.7]
K07385	1,8-cineole synthase [EC:4.2.3.108]
K06438	similar to stage IV sporulation protein
K14660	nodulation protein E [EC:2.3.1.-]
K20337	phenol-soluble modulin beta
K05728	c-src tyrosine kinase [EC:2.7.10.2]
K03283	heat shock 70kDa protein 1/2/6/8
K07452	5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
K19939	Rab effector Noc2
K18398	ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-]
K20243	Rab15 effector protein
K16780	sjoegren syndrome nuclear autoantigen 1
K19492	doublesex- and mab-3-related transcription factor 6
K12356	coniferyl-alcohol glucosyltransferase [EC:2.4.1.111]
K12602	WD repeat-containing protein 61
K00376	nitrous-oxide reductase [EC:1.7.2.4]
K04788	mycobactin phenyloxazoline synthetase
K13086	mannosylfructose-6-phosphate phosphatase [EC:3.1.3.79]
K09798	uncharacterized protein
K08969	aminotransferase [EC:2.6.1.-]
K16864	microRNA 10a
K05774	ribose 1,5-bisphosphokinase [EC:2.7.4.23]
K03949	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5
K03524	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K21560	CRP/FNR family transcriptional regulator, listeriolysin regulatory protein
K12639	cytochrome P450 family 724 subfamily B polypeptide 1 [EC:1.14.13.-]
K22250	poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76]
K12839	survival of motor neuron-related-splicing factor 30
K18323	outer membrane protein, multidrug efflux system
K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
K09426	Myb-like DNA-binding protein RAP1
K07454	putative restriction endonuclease
K00489	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]
K08829	male germ cell-associated kinase [EC:2.7.11.22]
K15660	arthrofactin-type cyclic lipopeptide synthetase C
K14797	essential nuclear protein 1
K10378	filensin
K15441	tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]
K22199	phosphopentomutase [EC:5.4.2.7]
K08844	leucine-rich repeat kinase 2 [EC:2.7.11.1]
K22107	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K08249	hydroxymandelonitrile lyase [EC:4.1.2.11]
K19466	ATP-dependent RNA helicase DDX59 [EC:3.6.4.13]
K06981	isopentenyl phosphate kinase [EC:2.7.4.26]
K14191	18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
K02738	20S proteasome subunit beta 1 [EC:3.4.25.1]
K06514	Thy-1 cell surface antigen
K16910	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]
K21126	protein S100-A7
K09344	homeobox protein Nkx-2.4
K14882	small nucleolar RNA snR56
K10751	chromatin assembly factor 1 subunit B
K19216	metallo-beta-lactamase class B IND [EC:3.5.2.6]
K06364	response regulator aspartate phosphatase F [EC:3.1.-.-]
K08690	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]
K17810	D-aspartate ligase [EC:6.3.1.12]
K16565	exopolysaccharide production repressor protein
K02946	small subunit ribosomal protein S10
K11969	ariadne-2 [EC:2.3.2.27]
K12376	arylsulfatase K [EC:3.1.6.-]
K15659	arthrofactin-type cyclic lipopeptide synthetase B
K07191	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 4
K20386	ATP-binding cassette, subfamily B, bacterial CylB
K12271	signal recognition particle 43 kDa protein
K16485	spindle assembly abnormal protein 4
K08110	glypican 4
K14197	immunoglobulin G-binding protein Sbi
K01241	AMP nucleosidase [EC:3.2.2.4]
K19714	3-deoxy-alpha-D-manno-octulosonate 8-oxidase [EC:1.1.3.48]
K20452	dimethylmaleate hydratase large subunit [EC:4.2.1.85]
K21184	two-component FAD-dependent monooxygenase [EC:1.14.14.15 1.14.14.-]
K09063	transcription factor E2-alpha
K22400	Fer3-like protein
K20390	regulatory peptide PapR
K19964	hydroxyisourate hydrolase [EC:3.5.2.17]
K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]
K18932	palmitoyltransferase [EC:2.3.1.225]
K03276	UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]
K11573	DASH complex subunit SPC34
K14250	cyclase
K15127	transcriptional adapter 2-beta
K06970	23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]
K06305	spore germination protein Q
K22073	transferase CAF17, mitochondrial [EC:2.1.-.-]
K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K17620	eyes absent homolog 2 [EC:3.1.3.48]
K12205	defect in organelle trafficking protein DotD
K17141	microRNA 760
K12384	lysosome membrane protein 2
K01063	juvenile-hormone esterase [EC:3.1.1.59]
K07661	two-component system, OmpR family, response regulator RstA
K01302	carboxypeptidase Q [EC:3.4.17.-]
K07573	exosome complex component CSL4
K18833	MFS transporter, DHA3 family, multidrug efflux protein
K21169	enediyne biosynthesis protein CalE2
K05668	ATP-binding cassette, subfamily C (CFTR/MRP), member 5
K13143	integrator complex subunit 6
K04865	voltage-dependent calcium channel beta-4
K19154	small toxic protein ShoB
K19813	glucose dehydrogenase [EC:1.1.5.9]
K18503	small regulatory RNA ChiX
K07136	uncharacterized protein
K11859	tumor necrosis factor, alpha-induced protein 3 [EC:3.4.19.12]
K12204	defect in organelle trafficking protein DotC
K04292	sphingosine 1-phosphate receptor 2
K10757	flavonol 3-O-glucosyltransferase [EC:2.4.1.91]
K19134	CRISPR-associated protein Csx10
K16161	methane monooxygenase component C [EC:1.14.13.25]
K20141	2-oxoglutarate carboxylase small subunit [EC:6.4.1.7]
K15053	charged multivesicular body protein 7
K01646	citrate lyase subunit gamma (acyl carrier protein)
K07252	dolichyldiphosphatase [EC:3.6.1.43]
K21153	adenosyl-chloride synthase [EC:2.5.1.94]
K05072	interleukin 7 receptor
K07147	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K01196	glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]
K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.8]
K05867	M-phase inducer phosphatase 3 [EC:3.1.3.48]
K07534	cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]
K19989	tumor necrosis factor alpha-induced protein 2
K08469	G protein-coupled receptor 158
K06317	inhibitor of the pro-sigma K processing machinery
K11228	mitogen-activated protein kinase kinase kinase [EC:2.7.11.25]
K19469	mRNA N6-methyladenine demethylase [EC:1.14.11.53]
K13728	mitotic spindle assembly checkpoint protein MAD2B
K15843	outer membrane protein HopC/AlpA
K09920	uncharacterized protein
K19777	acid stress chaperone HdeA
K06390	stage III sporulation protein AA
K14982	two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]
K05773	tungstate transport system permease protein
K20451	methylitaconate Delta-isomerase [EC:5.3.3.6]
K16996	microRNA 29b
K03032	26S proteasome regulatory subunit N2
K04240	neuropeptide FF receptor 1
K02478	two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
K04654	hydrogenase expression/formation protein HypD
K11705	iron/zinc/manganese/copper transport system permease protein
K14119	energy-converting hydrogenase B subunit J
K08309	soluble lytic murein transglycosylase [EC:4.2.2.-]
K22115	L-arginine-specific L-amino acid ligase [EC:6.3.2.48]
K08142	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 3
K07639	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
K13667	protein glucosyltransferase [EC:2.4.1.-]
K13742	protein IpgB1
K10166	T-box protein 21
K03637	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K00730	oligosaccharyl transferase complex subunit OST4
K10283	F-box and leucine-rich repeat protein 17
K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K21847	small G protein signaling modulator 1
K09548	prefoldin subunit 1
K03005	DNA-directed RNA polymerase I subunit RPA49
K18436	high affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7 [EC:3.1.4.53]
K09970	general L-amino acid transport system permease protein
K13250	translocon-associated protein subunit beta
K16622	bone morphogenetic protein 8
K17511	proto-oncogene tyrosine-protein kinase YRK [EC:2.7.10.2]
K20787	candicidin polyketide synthase FscC
K19730	autophagy-related protein 101
K12520	minor pilin subunit PapE
K17634	RAS protein activator-like 3
K18314	(R)-citramalyl-CoA lyase [EC:4.1.3.46]
K10732	GINS complex subunit 1
K14688	solute carrier family 30 (zinc transporter), member 1
K10332	ankyrin repeat and SOCS box protein 10
K03232	elongation factor 1-beta
K21159	epoxide hydrolase
K15770	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
K08499	member of the syntaxin family of t-SNAREs
K21740	reactive chlorine resistance protein B
K14733	limonene 1,2-monooxygenase [EC:1.14.13.107]
K02826	cytochrome aa3-600 menaquinol oxidase subunit II [EC:1.10.3.12]
K22228	preprotein translocase subunit SecG
K13826	hemoglobin subunit zeta
K08782	carboxypeptidase A6 [EC:3.4.17.1]
K19035	50S ribosomal protein 6
K04965	transient receptor potential cation channel subfamily C member 2
K13060	acyl homoserine lactone synthase [EC:2.3.1.184]
K09480	digalactosyldiacylglycerol synthase [EC:2.4.1.241]
K09087	hairy and enhancer of split 2/6/7
K06800	cadherin 8, type 2
K10657	E3 ubiquitin-protein ligase MARCH2 [EC:2.3.2.27]
K12272	signal recognition particle receptor subunit beta
K08840	TRAF2 and NCK interacting kinase [EC:2.7.11.1]
K15700	E3 ubiquitin-protein ligase RNF146 [EC:2.3.2.27]
K17612	calcineurin B homologous protein 3
K08544	testicular receptor 4
K20244	interference hedgohog
K18875	enhanced disease susceptibility 1 protein
K00734	galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134]
K04666	nodal
K02908	large subunit ribosomal protein L30e
K22038	volume-regulated anion channel
K01225	cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
K21645	LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
K03029	26S proteasome regulatory subunit N10
K16657	neurexophilin-2
K11115	cell division control protein 13
K02808	PTS system, sucrose-specific IIA component [EC:2.7.1.211]
K14112	energy-converting hydrogenase B subunit C
K18586	ubiquinone biosynthesis protein COQ4
K05292	phosphatidylinositol glycan, class T
K12708	4-hydroxy-3-prenylphenylpyruvate oxygenase / 4-hydroxy-3-prenylbenzoate synthase [EC:1.13.11.83 1.13.12.23]
K21863	sodium leak channel non-selective protein
K14960	COMPASS component SPP1
K07043	uncharacterized protein
K20138	flavastacin [EC:3.4.24.76]
K09694	lipooligosaccharide transport system permease protein
K12372	dipeptide transport system ATP-binding protein
K10827	polyamine-transporting ATPase [EC:3.6.3.31]
K12517	major pilin subunit PapA
K11515	inner centromere protein
K05855	spleen tyrosine kinase [EC:2.7.10.2]
K12682	tracheal colonization factor
K11764	chromatin structure-remodeling complex protein RSC14
K09217	snail 3
K19978	acarbose 7IV-phosphotransferase [EC:2.7.1.187]
K12270	accessory secretory protein Asp3
K21721	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]
K05502	bone morphogenetic protein 1 [EC:3.4.24.19]
K17304	melanocyte protein PMEL
K19962	6-oxohexanoate dehydrogenase [EC:1.2.1.63]
K00322	NAD(P) transhydrogenase [EC:1.6.1.1]
K15357	N-formylmaleamate deformylase [EC:3.5.1.106]
K07630	gap junction delta-4 protein
K19165	antitoxin Phd
K12985	(galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]
K21011	polysaccharide biosynthesis protein PelF
K00781	neolactotetraosylceramide alpha-2,3-sialyltransferase (sialyltransferase 6) [EC:2.4.99.6]
K20685	guanine nucleotide exchange factor MCF2
K16425	isomerase DpgB
K09406	forkhead box protein M
K19692	osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]
K08620	a disintegrin and metalloproteinase with thrombospondin motifs 5 [EC:3.4.24.-]
K04029	ethanolamine utilization protein EutP
K15165	mediator of RNA polymerase II transcription subunit 13, fungi type
K18417	ERI1 exoribonuclease 2 [EC:3.1.-.-]
K08754	fatty acid-binding protein 5, epidermal
K16283	E3 ubiquitin-protein ligase SDIR1 [EC:2.3.2.27]
K18043	tyrosine-protein phosphatase OCA1 [EC:3.1.3.48]
K19959	fragilysin [EC:3.4.24.74]
K03447	MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3
K16703	colanic acid/amylovoran biosynthesis glycosyltransferase [EC:2.4.-.-]
K13139	integrator complex subunit 2
K06848	hyaluronan and proteoglycan link protein 1
K21709	(11Z)-hexadec-11-enoyl-CoA conjugase [EC:1.14.19.15]
K00967	ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]
K07605	type II keratin, basic
K22359	alkene monooxygenase gamma subunit [EC:1.14.13.69]
K19284	testicular acid phosphatase [EC:3.1.3.2]
K11851	ubiquitin carboxyl-terminal hydrolase 30 [EC:3.4.19.12]
K00107	D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]
