Gene	Path	PathDesc
K00932	ko01100	Metabolic pathways
K11707	ko02010	ABC transporters
K11334	ko00860	Porphyrin and chlorophyll metabolism
K11334	ko01110	Biosynthesis of secondary metabolites
K11948	ko00624	Polycyclic aromatic hydrocarbon degradation
K11948	ko01120	Microbial metabolism in diverse environments
K04085	ko04122	Sulfur relay system
K15798	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K12315	ko04270	Vascular smooth muscle contraction
K06644	ko04110	Cell cycle
K06644	ko04115	p53 signaling pathway
K06644	ko04960	Aldosterone-regulated sodium reabsorption
K07379	ko04514	Cell adhesion molecules (CAMs)
K02602	ko04114	Oocyte meiosis
K02602	ko04320	Dorso-ventral axis formation
K02602	ko04914	Progesterone-mediated oocyte maturation
K21668	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K03680	ko03013	RNA transport
K04478	ko00550	Peptidoglycan biosynthesis
K04478	ko01100	Metabolic pathways
K05489	ko04060	Cytokine-cytokine receptor interaction
K05489	ko04657	IL-17 signaling pathway
K05489	ko04659	Th17 cell differentiation
K05489	ko05321	Inflammatory bowel disease (IBD)
K05489	ko05323	Rheumatoid arthritis
K04286	ko04080	Neuroactive ligand-receptor interaction
K04286	ko04713	Circadian entrainment
K21934	ko00440	Phosphonate and phosphinate metabolism
K10593	ko04120	Ubiquitin mediated proteolysis
K13885	ko04145	Phagosome
K13885	ko04913	Ovarian steroidogenesis
K13885	ko04925	Aldosterone synthesis and secretion
K13885	ko04927	Cortisol synthesis and secretion
K13885	ko04975	Fat digestion and absorption
K13885	ko04976	Bile secretion
K13885	ko04977	Vitamin digestion and absorption
K13885	ko04979	Cholesterol metabolism
K13885	ko05160	Hepatitis C
K21347	ko04137	Mitophagy - animal
K20018	ko04214	Apoptosis - fly
K20018	ko04215	Apoptosis - multiple species
K12812	ko03013	RNA transport
K12812	ko03015	mRNA surveillance pathway
K12812	ko03040	Spliceosome
K12812	ko05164	Influenza A
K05412	ko04514	Cell adhesion molecules (CAMs)
K05412	ko04620	Toll-like receptor signaling pathway
K05412	ko04672	Intestinal immune network for IgA production
K05412	ko04940	Type I diabetes mellitus
K05412	ko05320	Autoimmune thyroid disease
K05412	ko05322	Systemic lupus erythematosus
K05412	ko05323	Rheumatoid arthritis
K05412	ko05330	Allograft rejection
K05412	ko05332	Graft-versus-host disease
K05412	ko05416	Viral myocarditis
K01873	ko00970	Aminoacyl-tRNA biosynthesis
K11647	ko05225	Hepatocellular carcinoma
K12687	ko02026	Biofilm formation - Escherichia coli
K10793	ko00330	Arginine and proline metabolism
K17463	ko00030	Pentose phosphate pathway
K17463	ko01100	Metabolic pathways
K17463	ko01120	Microbial metabolism in diverse environments
K21020	ko02025	Biofilm formation - Pseudomonas aeruginosa
K02894	ko03010	Ribosome
K06809	ko04514	Cell adhesion molecules (CAMs)
K16051	ko00984	Steroid degradation
K16051	ko01120	Microbial metabolism in diverse environments
K11470	ko04550	Signaling pathways regulating pluripotency of stem cells
K20976	ko02020	Two-component system
K20976	ko02025	Biofilm formation - Pseudomonas aeruginosa
K04463	ko04010	MAPK signaling pathway
K04463	ko04540	Gap junction
K04463	ko04722	Neurotrophin signaling pathway
K04463	ko04921	Oxytocin signaling pathway
K04463	ko05418	Fluid shear stress and atherosclerosis
K14537	ko03008	Ribosome biogenesis in eukaryotes
K00647	ko00061	Fatty acid biosynthesis
K00647	ko00780	Biotin metabolism
K00647	ko01100	Metabolic pathways
K00647	ko01212	Fatty acid metabolism
K16620	ko04350	TGF-beta signaling pathway
K16620	ko04390	Hippo signaling pathway
K16620	ko04913	Ovarian steroidogenesis
K00413	ko00190	Oxidative phosphorylation
K00413	ko01100	Metabolic pathways
K00413	ko02020	Two-component system
K00413	ko04260	Cardiac muscle contraction
K00413	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K00413	ko05010	Alzheimer's disease
K00413	ko05012	Parkinson's disease
K00413	ko05016	Huntington's disease
K01587	ko00230	Purine metabolism
K01587	ko01100	Metabolic pathways
K01587	ko01110	Biosynthesis of secondary metabolites
K01587	ko01130	Biosynthesis of antibiotics
K20538	ko04016	MAPK signaling pathway - plant
K17685	ko00980	Metabolism of xenobiotics by cytochrome P450
K17685	ko05204	Chemical carcinogenesis
K07384	ko00902	Monoterpenoid biosynthesis
K07384	ko01100	Metabolic pathways
K07384	ko01110	Biosynthesis of secondary metabolites
K06097	ko04530	Tight junction
K18834	ko04626	Plant-pathogen interaction
K01821	ko00362	Benzoate degradation
K01821	ko00621	Dioxin degradation
K01821	ko00622	Xylene degradation
K01821	ko01100	Metabolic pathways
K01821	ko01120	Microbial metabolism in diverse environments
K01821	ko01220	Degradation of aromatic compounds
K07980	ko04612	Antigen processing and presentation
K11416	ko05230	Central carbon metabolism in cancer
K07875	ko05134	Legionellosis
K06523	ko04514	Cell adhesion molecules (CAMs)
K06523	ko04650	Natural killer cell mediated cytotoxicity
K09236	ko04391	Hippo signaling pathway - fly
K05825	ko00300	Lysine biosynthesis
K05825	ko01100	Metabolic pathways
K05825	ko01130	Biosynthesis of antibiotics
K05825	ko01210	2-Oxocarboxylic acid metabolism
K07678	ko02020	Two-component system
K07678	ko02025	Biofilm formation - Pseudomonas aeruginosa
K07678	ko02026	Biofilm formation - Escherichia coli
K07678	ko05111	Biofilm formation - Vibrio cholerae
K02641	ko00195	Photosynthesis
K02641	ko01100	Metabolic pathways
K18551	ko00760	Nicotinate and nicotinamide metabolism
K06086	ko03320	PPAR signaling pathway
K06086	ko04520	Adherens junction
K06086	ko04910	Insulin signaling pathway
K03198	ko03070	Bacterial secretion system
K02657	ko02020	Two-component system
K02657	ko02025	Biofilm formation - Pseudomonas aeruginosa
K05702	ko04014	Ras signaling pathway
K05702	ko04015	Rap1 signaling pathway
K05702	ko04024	cAMP signaling pathway
K05702	ko04520	Adherens junction
K05702	ko04530	Tight junction
K05702	ko04670	Leukocyte transendothelial migration
K12610	ko03018	RNA degradation
K12259	ko00330	Arginine and proline metabolism
K12259	ko00410	beta-Alanine metabolism
K02418	ko02040	Flagellar assembly
K12294	ko02020	Two-component system
K12294	ko02024	Quorum sensing
K15888	ko00900	Terpenoid backbone biosynthesis
K15345	ko05132	Salmonella infection
K07347	ko05133	Pertussis
K04379	ko01522	Endocrine resistance
K04379	ko04010	MAPK signaling pathway
K04379	ko04024	cAMP signaling pathway
K04379	ko04210	Apoptosis
K04379	ko04380	Osteoclast differentiation
K04379	ko04620	Toll-like receptor signaling pathway
K04379	ko04657	IL-17 signaling pathway
K04379	ko04658	Th1 and Th2 cell differentiation
K04379	ko04659	Th17 cell differentiation
K04379	ko04660	T cell receptor signaling pathway
K04379	ko04662	B cell receptor signaling pathway
K04379	ko04668	TNF signaling pathway
K04379	ko04713	Circadian entrainment
K04379	ko04725	Cholinergic synapse
K04379	ko04728	Dopaminergic synapse
K04379	ko04915	Estrogen signaling pathway
K04379	ko04917	Prolactin signaling pathway
K04379	ko04921	Oxytocin signaling pathway
K04379	ko04926	Relaxin signaling pathway
K04379	ko05031	Amphetamine addiction
K04379	ko05132	Salmonella infection
K04379	ko05133	Pertussis
K04379	ko05140	Leishmaniasis
K04379	ko05142	Chagas disease (American trypanosomiasis)
K04379	ko05161	Hepatitis B
K04379	ko05166	HTLV-I infection
K04379	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K04379	ko05168	Herpes simplex infection
K04379	ko05200	Pathways in cancer
K04379	ko05210	Colorectal cancer
K04379	ko05224	Breast cancer
K04379	ko05231	Choline metabolism in cancer
K04379	ko05323	Rheumatoid arthritis
K04379	ko05418	Fluid shear stress and atherosclerosis
K00220	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K00220	ko00401	Novobiocin biosynthesis
K00220	ko01100	Metabolic pathways
K00220	ko01110	Biosynthesis of secondary metabolites
K00220	ko01230	Biosynthesis of amino acids
K17704	ko04015	Rap1 signaling pathway
K17704	ko04611	Platelet activation
K05628	ko04391	Hippo signaling pathway - fly
K21797	ko00562	Inositol phosphate metabolism
K21797	ko01100	Metabolic pathways
K21797	ko04070	Phosphatidylinositol signaling system
K20427	ko00525	Acarbose and validamycin biosynthesis
K20427	ko01130	Biosynthesis of antibiotics
K15668	ko01054	Nonribosomal peptide structures
K09476	ko01501	beta-Lactam resistance
K09476	ko02020	Two-component system
K15816	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
K15816	ko01110	Biosynthesis of secondary metabolites
K05669	ko02010	ABC transporters
K00133	ko00260	Glycine, serine and threonine metabolism
K00133	ko00261	Monobactam biosynthesis
K00133	ko00270	Cysteine and methionine metabolism
K00133	ko00300	Lysine biosynthesis
K00133	ko01100	Metabolic pathways
K00133	ko01110	Biosynthesis of secondary metabolites
K00133	ko01120	Microbial metabolism in diverse environments
K00133	ko01130	Biosynthesis of antibiotics
K00133	ko01210	2-Oxocarboxylic acid metabolism
K00133	ko01230	Biosynthesis of amino acids
K06249	ko04151	PI3K-Akt signaling pathway
K06249	ko04510	Focal adhesion
K06249	ko04512	ECM-receptor interaction
K06249	ko05165	Human papillomavirus infection
K19319	ko01501	beta-Lactam resistance
K19097	ko01501	beta-Lactam resistance
K21090	ko02026	Biofilm formation - Escherichia coli
K19614	ko04310	Wnt signaling pathway
K07594	ko04911	Insulin secretion
K07594	ko04930	Type II diabetes mellitus
K07594	ko04950	Maturity onset diabetes of the young
K05872	ko04658	Th1 and Th2 cell differentiation
K05872	ko04659	Th17 cell differentiation
K05872	ko04660	T cell receptor signaling pathway
K05872	ko04662	B cell receptor signaling pathway
K05872	ko04722	Neurotrophin signaling pathway
K05872	ko04920	Adipocytokine signaling pathway
K05872	ko05169	Epstein-Barr virus infection
K10604	ko04120	Ubiquitin mediated proteolysis
K02118	ko00190	Oxidative phosphorylation
K02118	ko01100	Metabolic pathways
K04513	ko04011	MAPK signaling pathway - yeast
K04513	ko04014	Ras signaling pathway
K04513	ko04015	Rap1 signaling pathway
K04513	ko04022	cGMP-PKG signaling pathway
K04513	ko04024	cAMP signaling pathway
K04513	ko04062	Chemokine signaling pathway
K04513	ko04071	Sphingolipid signaling pathway
K04513	ko04072	Phospholipase D signaling pathway
K04513	ko04144	Endocytosis
K04513	ko04150	mTOR signaling pathway
K04513	ko04270	Vascular smooth muscle contraction
K04513	ko04310	Wnt signaling pathway
K04513	ko04350	TGF-beta signaling pathway
K04513	ko04360	Axon guidance
K04513	ko04510	Focal adhesion
K04513	ko04520	Adherens junction
K04513	ko04530	Tight junction
K04513	ko04611	Platelet activation
K04513	ko04621	NOD-like receptor signaling pathway
K04513	ko04660	T cell receptor signaling pathway
K04513	ko04670	Leukocyte transendothelial migration
K04513	ko04722	Neurotrophin signaling pathway
K04513	ko04810	Regulation of actin cytoskeleton
K04513	ko04921	Oxytocin signaling pathway
K04513	ko04972	Pancreatic secretion
K04513	ko05100	Bacterial invasion of epithelial cells
K04513	ko05130	Pathogenic Escherichia coli infection
K04513	ko05133	Pertussis
K04513	ko05152	Tuberculosis
K04513	ko05200	Pathways in cancer
K04513	ko05203	Viral carcinogenesis
K04513	ko05205	Proteoglycans in cancer
K04513	ko05206	MicroRNAs in cancer
K04513	ko05210	Colorectal cancer
K04513	ko05418	Fluid shear stress and atherosclerosis
K04022	ko00010	Glycolysis / Gluconeogenesis
K04022	ko01100	Metabolic pathways
K04022	ko01110	Biosynthesis of secondary metabolites
K04022	ko01120	Microbial metabolism in diverse environments
K04022	ko01130	Biosynthesis of antibiotics
K04534	ko04015	Rap1 signaling pathway
K04534	ko04713	Circadian entrainment
K04534	ko04723	Retrograde endocannabinoid signaling
K04534	ko04724	Glutamatergic synapse
K04534	ko04725	Cholinergic synapse
K04534	ko04726	Serotonergic synapse
K04534	ko04727	GABAergic synapse
K04534	ko04728	Dopaminergic synapse
K04534	ko04730	Long-term depression
K04534	ko04915	Estrogen signaling pathway
K04534	ko04916	Melanogenesis
K04534	ko04921	Oxytocin signaling pathway
K04534	ko04926	Relaxin signaling pathway
K04534	ko05032	Morphine addiction
K04534	ko05034	Alcoholism
K04534	ko05142	Chagas disease (American trypanosomiasis)
K04534	ko05145	Toxoplasmosis
K13749	ko04744	Phototransduction
K06550	ko04360	Axon guidance
K06550	ko04514	Cell adhesion molecules (CAMs)
K16039	ko01051	Biosynthesis of ansamycins
K16039	ko01130	Biosynthesis of antibiotics
K00635	ko00561	Glycerolipid metabolism
K00635	ko01100	Metabolic pathways
K09525	ko04141	Protein processing in endoplasmic reticulum
K20258	ko02024	Quorum sensing
K20258	ko02025	Biofilm formation - Pseudomonas aeruginosa
K02001	ko02010	ABC transporters
K08670	ko05206	MicroRNAs in cancer
K04282	ko04020	Calcium signaling pathway
K04282	ko04080	Neuroactive ligand-receptor interaction
K07194	ko04910	Insulin signaling pathway
K21187	ko01059	Biosynthesis of enediyne antibiotics
K18809	ko04624	Toll and Imd signaling pathway
K00780	ko00512	Mucin type O-glycan biosynthesis
K00780	ko00533	Glycosaminoglycan biosynthesis - keratan sulfate
K00780	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series
K00780	ko00604	Glycosphingolipid biosynthesis - ganglio series
K00780	ko01100	Metabolic pathways
K11357	ko02020	Two-component system
K11357	ko04112	Cell cycle - Caulobacter
K04824	ko04742	Taste transduction
K04824	ko04960	Aldosterone-regulated sodium reabsorption
K11240	ko04011	MAPK signaling pathway - yeast
K10217	ko00362	Benzoate degradation
K10217	ko00380	Tryptophan metabolism
K10217	ko00622	Xylene degradation
K10217	ko01100	Metabolic pathways
K10217	ko01120	Microbial metabolism in diverse environments
K10217	ko01220	Degradation of aromatic compounds
K18913	ko00340	Histidine metabolism
K21759	ko00627	Aminobenzoate degradation
K21759	ko01120	Microbial metabolism in diverse environments
K21759	ko01220	Degradation of aromatic compounds
K19764	ko04212	Longevity regulating pathway - worm
K19764	ko04213	Longevity regulating pathway - multiple species
K07886	ko04972	Pancreatic secretion
K18970	ko01501	beta-Lactam resistance
K02895	ko03010	Ribosome
K10417	ko04962	Vasopressin-regulated water reabsorption
K03006	ko00230	Purine metabolism
K03006	ko00240	Pyrimidine metabolism
K03006	ko01100	Metabolic pathways
K03006	ko03020	RNA polymerase
K03006	ko05016	Huntington's disease
K03006	ko05168	Herpes simplex infection
K03006	ko05169	Epstein-Barr virus infection
K20423	ko01059	Biosynthesis of enediyne antibiotics
K20423	ko01130	Biosynthesis of antibiotics
K05209	ko04014	Ras signaling pathway
K05209	ko04015	Rap1 signaling pathway
K05209	ko04020	Calcium signaling pathway
K05209	ko04024	cAMP signaling pathway
K05209	ko04080	Neuroactive ligand-receptor interaction
K05209	ko04713	Circadian entrainment
K05209	ko04720	Long-term potentiation
K05209	ko04724	Glutamatergic synapse
K05209	ko04728	Dopaminergic synapse
K05209	ko05010	Alzheimer's disease
K05209	ko05014	Amyotrophic lateral sclerosis (ALS)
K05209	ko05030	Cocaine addiction
K05209	ko05031	Amphetamine addiction
K05209	ko05033	Nicotine addiction
K05209	ko05034	Alcoholism
K05209	ko05322	Systemic lupus erythematosus
K01352	ko04080	Neuroactive ligand-receptor interaction
K15942	ko01057	Biosynthesis of type II polyketide products
K15942	ko01130	Biosynthesis of antibiotics
K13576	ko04724	Glutamatergic synapse
K13576	ko04727	GABAergic synapse
K13576	ko04964	Proximal tubule bicarbonate reclamation
K07784	ko02020	Two-component system
K01528	ko04072	Phospholipase D signaling pathway
K01528	ko04144	Endocytosis
K01528	ko04721	Synaptic vesicle cycle
K01528	ko04961	Endocrine and other factor-regulated calcium reabsorption
K01528	ko05100	Bacterial invasion of epithelial cells
K01244	ko00270	Cysteine and methionine metabolism
K01244	ko01100	Metabolic pathways
K15008	ko04724	Glutamatergic synapse
K10705	ko00010	Glycolysis / Gluconeogenesis
K10705	ko01100	Metabolic pathways
K10705	ko01110	Biosynthesis of secondary metabolites
K04717	ko00600	Sphingolipid metabolism
K04717	ko04071	Sphingolipid signaling pathway
K18893	ko02010	ABC transporters
K09653	ko00512	Mucin type O-glycan biosynthesis
K09653	ko01100	Metabolic pathways
K10893	ko03460	Fanconi anemia pathway
K00992	ko00520	Amino sugar and nucleotide sugar metabolism
K00992	ko01100	Metabolic pathways
K18385	ko00403	Indole diterpene alkaloid biosynthesis
K18385	ko01100	Metabolic pathways
K18385	ko01110	Biosynthesis of secondary metabolites
K16443	ko01055	Biosynthesis of vancomycin group antibiotics
K06449	ko04514	Cell adhesion molecules (CAMs)
K06449	ko04640	Hematopoietic cell lineage
K01188	ko00460	Cyanoamino acid metabolism
K01188	ko00500	Starch and sucrose metabolism
K01188	ko00940	Phenylpropanoid biosynthesis
K01188	ko01100	Metabolic pathways
K01188	ko01110	Biosynthesis of secondary metabolites
K06619	ko04012	ErbB signaling pathway
K06619	ko04014	Ras signaling pathway
K06619	ko04110	Cell cycle
K06619	ko04360	Axon guidance
K06619	ko04722	Neurotrophin signaling pathway
K06619	ko05130	Pathogenic Escherichia coli infection
K06619	ko05131	Shigellosis
K06619	ko05200	Pathways in cancer
K06619	ko05206	MicroRNAs in cancer
K06619	ko05220	Chronic myeloid leukemia
K06619	ko05416	Viral myocarditis
K05148	ko04060	Cytokine-cytokine receptor interaction
K05148	ko04380	Osteoclast differentiation
K16414	ko01052	Type I polyketide structures
K10587	ko04120	Ubiquitin mediated proteolysis
K10587	ko05165	Human papillomavirus infection
K10587	ko05203	Viral carcinogenesis
K16372	ko01052	Type I polyketide structures
K14208	ko04974	Protein digestion and absorption
K01872	ko00970	Aminoacyl-tRNA biosynthesis
K10931	ko05110	Vibrio cholerae infection
K10931	ko05111	Biofilm formation - Vibrio cholerae
K06238	ko04151	PI3K-Akt signaling pathway
K06238	ko04510	Focal adhesion
K06238	ko04512	ECM-receptor interaction
